Created By ID,Created Date,Date,Deleted,Last Modified By ID,Last Modified Date,Last Referenced Date,Last Viewed Date,Line Description,Line Item ID,Opportunity ID,Name (Product),Price Book Entry ID,Product Code,Product ID,System Modstamp,Discount,List Price,Quantity,Sales Price,Sort Order,Subtotal,Total Price
00531000007MUoEAAW,4/2/2021 15:04,,FALSE,00531000007MUoEAAW,4/2/2021 15:04,,,,00k5A00000v1uibQAA,0065A00001df8VkQAI,GenWatt Propane 1500kW,01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,4/2/2021 15:04,4,"$6,500.00 ",8,"$6,500.00 ",,"$52,000.00 ","$49,920.00 "
00531000007MUoEAAW,4/2/2021 15:39,,FALSE,00531000007MUoEAAW,4/2/2021 15:43,,,,00k5A00000v1ujBQAQ,0065A00001df8jMQAQ,GenWatt Diesel 1000kW,01u5A000017CLgVQAW,820-00807,01t5A000007lypvQAA,4/2/2021 15:43,10,$199.00 ,3,$199.00 ,6,$597.00 ,$537.30 
00531000007MUoEAAW,4/2/2021 15:39,,FALSE,00531000007MUoEAAW,4/2/2021 15:39,,,,00k5A00000v1ujAQAQ,0065A00001df8jMQAQ,SLA: Bronze,01ui000000re0tdAAA,900-00603,01ti0000006jEVwAAM,4/2/2021 15:39,,"$7,500.00 ",1,"$7,500.00 ",7,"$7,500.00 ","$7,500.00 "
00531000007MUoEAAW,6/11/2021 20:40,,FALSE,00531000007MUoEAAW,6/11/2021 20:45,,,,00k6e00000v3jgpAAA,0066e00001eMXYkAAO,GenWatt Gasoline 750kW,01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,6/11/2021 20:45,,"$6,500.00 ",1,"$6,500.00 ",,"$6,500.00 ","$6,500.00 "
0055A000008iLoOQAU,10/8/2020 14:37,,FALSE,0055A000008iLoOQAU,10/8/2020 14:37,,,,00k5A00000sKPfaQAG,0065A00001bqqF6QAI,Installation: Portable,01u5A000018IUPIQA4,810-00195,01t31000007WXn2AAG,10/8/2020 14:37,,"$3,350.00 ",1,"$3,350.00 ",,"$3,350.00 ","$3,350.00 "
0055A000008iLoOQAU,10/8/2020 14:37,,FALSE,0055A000008iLoOQAU,10/8/2020 14:37,,,,00k5A00000sKPfbQAG,0065A00001bqqF6QAI,SLA: Gold,01u5A000018IUPKQA4,850-00033,01t31000007WXnHAAW,10/8/2020 14:37,,$695.00 ,1,$695.00 ,,$695.00 ,$695.00 
005i0000002Zi8JAAS,3/14/2015 20:46,,FALSE,005i0000002Zi8JAAS,3/14/2015 20:47,,,,00ki000000LjisyAAB,006i000000UWDNWAA5,GenWatt Gasoline 300kW,01ui000000pStJAAA0,M908-01-1-0-00,01ti00000069dn0AAA,3/14/2015 20:47,,"$50,000.00 ",1,"$50,000.00 ",,"$50,000.00 ","$50,000.00 "
00531000008F2qlAAC,11/20/2020 0:25,,FALSE,0055A00000BcrkYQAR,5/21/2021 21:04,,,,00k5A00000sL2FfQAK,0065A00001cUm6WQAS,Installation: Industrial - Low,01u5A00000tbFzuQAE,415-00044,01t5A000006vvfsQAA,5/21/2021 21:04,25,$199.00 ,1,$199.00 ,,$199.00 ,$149.25 
005i0000002Zi8JAAS,3/14/2015 20:46,,FALSE,005i0000002Zi8JAAS,3/14/2015 20:47,,,,00ki000000LjiszAAB,006i000000UWDNWAA5,GenWatt Gasoline 2000kW,01ui000000pStJFAA0,M908-02-1-0-00,01ti00000069dn5AAA,3/14/2015 20:47,,"$56,500.00 ",1,"$56,500.00 ",,"$56,500.00 ","$56,500.00 "
00531000007MUoEAAW,4/2/2021 15:39,,FALSE,00531000007MUoEAAW,4/2/2021 15:40,,,,00k5A00000v1uj8QAA,0065A00001df8jMQAQ,Installation: Industrial - Medium,01u5A0000125ZV6QAM,820-00907,01t5A000007xznLQAQ,4/2/2021 15:40,10,$39.00 ,3,$39.00 ,3,$117.00 ,$105.30 
0055A00000Bnt5hQAB,4/2/2021 13:53,,FALSE,0055A00000Bnt5hQAB,6/10/2021 2:22,,,,00k5A00000v1uhvQAA,0065A00001df84dQAA,GenWatt Diesel 200kW,01u5A0000195qkCQAQ,720-00063,01t5A0000073GN8QAM,6/10/2021 2:22,10,"$20,160.00 ",1,"$20,160.00 ",,"$20,160.00 ","$18,144.00 "
00531000007MUoEAAW,4/2/2021 15:39,,FALSE,00531000007MUoEAAW,4/2/2021 15:39,,,,00k5A00000v1uj7QAA,0065A00001df8jMQAQ,GenWatt Diesel 10kW,01u5A0000195rSNQAY,850-00053,01t5A000008dhS2QAI,4/2/2021 15:39,10,"$6,500.00 ",3,"$6,500.00 ",2,"$19,500.00 ","$17,550.00 "
0055A00000Bnt5hQAB,4/2/2021 13:53,,FALSE,0055A00000Bnt5hQAB,6/10/2021 2:22,,,,00k5A00000v1uhuQAA,0065A00001df84dQAA,Installation: Industrial - High,01u5A0000195qkMQAQ,850-00050,01t5A000007ighaQAA,6/10/2021 2:22,20,"$4,000.00 ",6,"$4,000.00 ",,"$24,000.00 ","$19,200.00 "
00531000007MUoEAAW,4/2/2021 15:39,,FALSE,00531000007MUoEAAW,4/2/2021 15:39,,,,00k5A00000v1uj6QAA,0065A00001df8jMQAQ,SLA: Silver,01u5A000018IaCvQAK,MX908-01-0-0-03,01t5A000008sfbzQAA,4/2/2021 15:39,10,"$65,000.00 ",3,"$65,000.00 ",1,"$195,000.00 ","$175,500.00 "
0055A00000Bnt5hQAB,4/2/2021 13:53,,FALSE,0055A00000Bnt5hQAB,6/10/2021 2:22,,,,00k5A00000v1uhtQAA,0065A00001df84dQAA,GenWatt Propane 500kW,01u5A0000195r3JQAQ,850-00059,01t5A000008tfLsQAI,6/10/2021 2:22,100,"$4,450.00 ",1,"$4,450.00 ",,"$4,450.00 ",$0.00 
00531000007MUoEAAW,4/2/2021 15:39,,FALSE,00531000007MUoEAAW,4/2/2021 15:43,,,,00k5A00000v1uj5QAA,0065A00001df8jMQAQ,SLA: Platinum,01u5A00000tbFzuQAE,415-00044,01t5A000006vvfsQAA,4/2/2021 15:43,10,$199.00 ,3,$199.00 ,5,$597.00 ,$537.30 
0055A00000Bnt5hQAB,4/2/2021 13:53,,FALSE,0055A00000Bnt5hQAB,6/10/2021 2:22,,,,00k5A00000v1uhsQAA,0065A00001df84dQAA,GenWatt Propane 100kW,01u5A0000195qkLQAQ,850-00051,01t5A000007ighVQAQ,6/10/2021 2:22,2.5,"$134,400.00 ",1,"$134,400.00 ",,"$134,400.00 ","$131,040.00 "
00531000007MUoEAAW,7/20/2020 17:06,,FALSE,00531000007MUoEAAW,7/20/2020 17:08,,,,00k5A00000po9aqQAA,0065A00001bBRCfQAO,GenWatt Propane 1500kW,01u5A00000tbG2uQAE,MX908-05-1-0-03-00,01t5A000006vviIQAQ,7/20/2020 17:08,10,"$91,000.00 ",3,"$91,000.00 ",5,"$273,000.00 ","$245,700.00 "
00531000007MUoEAAW,7/20/2020 17:06,,FALSE,00531000007MUoEAAW,7/20/2020 17:07,,,,00k5A00000po9apQAA,0065A00001bBRCfQAO,GenWatt Diesel 1000kW,01u5A00000tbG2pQAE,MX908-04-1-0-03-00,01t5A000006vviDQAQ,7/20/2020 17:07,10,"$84,500.00 ",3,"$84,500.00 ",4,"$253,500.00 ","$228,150.00 "
