Account Fax,Account ID,Account Name,Account Number,Account Rating,Account Site,Account Type,Application,Billing City,Billing Country,Billing Geocode Accuracy,Billing State/Province,Create in Zendesk,Created By ID,Created Date,Created Updated Flag,Deleted,Domain Mapping,Industry,Industry(2),Is Demo Center,Jigsaw Company ID,Last Activity,Last Modified By ID,Last Modified Date,Last Referenced Date,Last Sync Date,Last Sync Status,Last Viewed Date,Lead Type,Life Science KeyAccount,Master Record ID,NetSuite Billing Country,NetSuite Customer ID,Notes,Owner ID,Ownership,Parent Account ID,Record Type ID,Reference Customer,Region,Shipping City,Shipping Country,Shipping Geocode Accuracy,Shipping State/Province,Shipping Zip/Postal Code,SIC Code,System Modstamp,Ticker Symbol,Zendesk Organization,Zendesk Organization Id,Zendesk OutofSync,Zendesk Result,Annual Revenue,Billing Latitude,Billing Longitude,Employees,Shipping Latitude,Shipping Longitude
,0013100001cVUEmAAO,Ut Nisi Corp.,,Warm,,,All Hazards,Winchester,UNITED STATES,,KY,FALSE,005i0000000fNkyAAE,11/23/2015 22:32,FALSE,FALSE,,Telecommunications,,FALSE,,4/8/2021,00531000007MUoEAAW,4/1/2021 16:23,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001dAL4iAAG,Ut Nisi Corp.,,,,,CWAs,Cape Canaveral,UNITED STATES,,FL,FALSE,005i0000000fNkyAAE,12/15/2015 17:32,FALSE,FALSE,,Telecommunications,,FALSE,,5/27/2021,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,,FALSE,,,,,00531000007KgPgAAK,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
-2121989,0013100001e9mKLAAY,Ut Nisi Corp.,,,,Partner,CWAs,,ISRAEL,,.,FALSE,005i0000000fpvQAAQ,1/5/2016 21:31,FALSE,FALSE,,Telecommunications,,FALSE,,4/20/2021,00531000008F2qlAAC,6/14/2021 20:11,,,,,,FALSE,,,,,00531000008F2qlAAC,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001eB85XAAS,Semper Tellus Limited,,Warm,,,,,UNITED STATES,,CA,FALSE,005i0000006RgPOAA0,1/14/2016 16:28,FALSE,FALSE,,Transportation,,FALSE,,7/24/2018,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,,FALSE,,,,,005i0000006RgPOAA0,,,0125A000001NaCJQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001eBxPJAA0,Semper Tellus Limited,,,,Prospect,All Hazards,Montrose,UNITED STATES,,NY,FALSE,00531000007KAsvAAG,1/20/2016 19:00,FALSE,FALSE,,Transportation,,FALSE,,7/24/2018,00531000007MUoEAAW,1/9/2019 20:19,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001eCIpHAAW,Semper Tellus Limited,,Cold,,Customer,All Hazards,New York,UNITED STATES,,NY,FALSE,00531000007KAsvAAG,1/22/2016 15:47,FALSE,FALSE,,Transportation,,FALSE,,6/21/2021,0055A00000BclF5QAJ,4/16/2021 14:17,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,New York,UNITED STATES,,NY,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001eCKcWAAW,Semper Tellus Limited,,Warm,,,All Hazards,Temple Terrace,UNITED STATES,,FL,FALSE,005i0000006RgPOAA0,1/22/2016 19:22,FALSE,FALSE,,Transportation,,FALSE,,1/28/2016,00531000007MUoEAAW,1/9/2019 19:30,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001ekHGJAA2,Semper Tellus Limited,,Cold,,Customer,All Hazards,Largo,UNITED STATES,,FL,FALSE,00531000007KAsvAAG,1/25/2016 17:30,FALSE,FALSE,,Transportation,,FALSE,,6/8/2021,00531000007MUoEAAW,11/25/2020 15:31,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,Largo,UNITED STATES,,FL,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001ekS54AAE,Semper Tellus Limited,,,,,CWAs,Camp Lejeune,UNITED STATES,,NC,FALSE,005i0000000fNkyAAE,1/26/2016 20:20,FALSE,FALSE,,Transportation,,FALSE,,6/9/2021,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,,FALSE,,,,,00531000007Es7rAAC,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001el29RAAQ,Semper Tellus Limited,,Hot,,,Drugs;CWAs,Annville,UNITED STATES,,PA,FALSE,005i0000000fNkyAAE,1/29/2016 15:51,FALSE,FALSE,,Transportation,,FALSE,,7/24/2018,00531000007MUoEAAW,1/9/2019 21:33,,,,,,FALSE,,,,,00531000007Es7rAAC,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001el2DiAAI,Semper Tellus Limited,,,,Customer,Explosives;Drugs;CWAs;All Hazards,Des Moines,UNITED STATES,,IA,FALSE,005i0000000fNkyAAE,1/29/2016 16:00,FALSE,FALSE,,Transportation,,FALSE,,6/9/2021,00531000007MUoEAAW,9/16/2020 15:23,,,,,,FALSE,,,,,00531000007Es7rAAC,,0015A00001yWmS8QAK,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001elfpsAAA,Semper Tellus Limited,,Warm,,,Drugs;CWAs,,UNITED STATES,,CA,FALSE,005i0000006RgPOAA0,2/4/2016 2:13,FALSE,FALSE,,Transportation,,FALSE,,11/12/2019,00531000007MUoEAAW,1/9/2019 21:33,,,,,,FALSE,,,,,00531000007Es7rAAC,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001eljtBAAQ,Ornare LLC,,,,Customer,All Hazards,Washington,UNITED STATES,,DC,FALSE,00531000007KAsvAAG,2/4/2016 15:42,FALSE,FALSE,,Agriculture,,FALSE,,6/8/2021,00531000007MUoEAAW,11/25/2020 15:31,,,,,,FALSE,,,,,00531000007KAsvAAG,,0013100001gYI3JAAW,0125A000001NaCTQA0,,,Washington,UNITED STATES,,DC,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001elsDjAAI,Scelerisque Corp.,,,,,All Hazards,Fleming Island,UNITED STATES,,FL,FALSE,005i0000000fpvQAAQ,2/5/2016 15:38,FALSE,FALSE,,Apparel,,FALSE,,4/8/2021,00531000007MUoEAAW,1/9/2019 20:19,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001em9ZOAAY,Scelerisque Corp.,,,,Customer,All Hazards,West Palm Beach,UNITED STATES,,FL,FALSE,00531000007KAsvAAG,2/8/2016 19:22,FALSE,FALSE,,Apparel,,FALSE,,6/8/2021,0055A00000BclF5QAJ,4/16/2021 14:17,,,,,0125A000001NaBG,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,West Palm Beach,UNITED STATES,,FL,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001em9bPAAQ,Mauris Ltd,,,,,All Hazards,Fort Myers,UNITED STATES,,FL,FALSE,00531000007KAsvAAG,2/8/2016 19:25,FALSE,FALSE,,Banking,,FALSE,,4/8/2021,00531000007MUoEAAW,1/9/2019 20:19,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001em9gUAAQ,Mauris Ltd,,Cold,,,All Hazards,Panama City,UNITED STATES,,FL,FALSE,00531000007KAsvAAG,2/8/2016 19:34,FALSE,FALSE,,Banking,,FALSE,,4/8/2021,00531000007MUoEAAW,1/9/2019 20:19,,,,,Potential Customer,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001em9suAAA,Mauris Ltd,,Cold,,,Drugs;All Hazards,Miami,UNITED STATES,,FL,FALSE,00531000007KAsvAAG,2/8/2016 19:57,FALSE,FALSE,,Banking,,FALSE,,4/8/2021,00531000007MUoEAAW,1/9/2019 20:19,,,,,Potential Customer,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001em9wIAAQ,Scelerisque Lorem Corporation,,,,,All Hazards,Mobile,UNITED STATES,,AL,FALSE,00531000007KAsvAAG,2/8/2016 20:05,FALSE,FALSE,,Banking,,FALSE,,4/8/2021,00531000007MUoEAAW,1/9/2019 20:19,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001emA26AAE,Scelerisque Lorem Corporation,,,,,All Hazards,Sayreville,UNITED STATES,,NJ,FALSE,00531000007KAsvAAG,2/8/2016 20:14,FALSE,FALSE,,Banking,,FALSE,,4/23/2021,0055A00000BclF5QAJ,4/16/2021 14:17,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001emA3nAAE,Scelerisque Lorem Corporation,,,,,All Hazards,Sparks,UNITED STATES,,NV,FALSE,00531000007KAsvAAG,2/8/2016 20:16,FALSE,FALSE,,Banking,,FALSE,,5/24/2021,00531000007MUoEAAW,2/6/2019 16:13,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001emA5PAAU,Nunc Commodo Limited,,,,,All Hazards,Concord,UNITED STATES,,CA,FALSE,00531000007KAsvAAG,2/8/2016 20:19,FALSE,FALSE,,Biotechnology,,FALSE,,4/23/2021,00531000007MUoEAAW,2/6/2019 16:13,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001emA6hAAE,In Molestie Tortor Institute,,,,,All Hazards,Danville,UNITED STATES,,VA,FALSE,00531000007KAsvAAG,2/8/2016 20:21,FALSE,FALSE,,Energy,,FALSE,,4/23/2021,00531000007MUoEAAW,3/5/2021 22:05,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001emADJAA2,In Molestie Tortor Institute,,Cold,,,All Hazards,Gainesville,UNITED STATES,,FL,FALSE,00531000007KAsvAAG,2/8/2016 20:34,FALSE,FALSE,,Energy,,FALSE,,6/14/2021,00531000007KAsvAAG,10/31/2019 0:53,,,,,Potential Customer,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001emAEWAA2,Sem Semper Consulting,,,,,All Hazards,Buffalo,UNITED STATES,,NY,FALSE,00531000007KAsvAAG,2/8/2016 20:36,FALSE,FALSE,,Energy,,FALSE,,4/8/2021,00531000007MUoEAAW,1/9/2019 20:19,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001emAHaAAM,Sem Semper Consulting,,Cold,,Customer,All Hazards,Brighton,UNITED STATES,,MA,FALSE,00531000007KAsvAAG,2/8/2016 20:42,FALSE,FALSE,,Energy,,FALSE,,6/8/2021,00531000007MUoEAAW,3/29/2021 13:24,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,Brighton,UNITED STATES,,MA,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001emXyOAAU,Sem Semper Consulting,,Cold,,Customer,Drugs;All Hazards,Los Angeles,UNITED STATES,,CA,FALSE,00531000007KAsvAAG,2/11/2016 18:38,FALSE,FALSE,,Energy,,FALSE,,6/8/2021,00531000007MUoEAAW,4/29/2021 18:25,,,,,Potential Customer,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001emY1NAAU,Sem Semper Consulting,,Warm,,Customer,All Hazards,San Diego,UNITED STATES,,CA,FALSE,00531000007KAsvAAG,2/11/2016 18:45,FALSE,FALSE,,Energy,,FALSE,,6/8/2021,00531000007MUoEAAW,11/25/2020 15:31,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,San Diego,UNITED STATES,,CA,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001emY9lAAE,Sem Semper Consulting,,,,,All Hazards,Medford,UNITED STATES,,OR,FALSE,00531000007KAsvAAG,2/11/2016 19:02,FALSE,FALSE,,Energy,,FALSE,,4/8/2021,00531000007MUoEAAW,2/6/2019 16:13,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001enLr2AAE,Quis Incorporated,,,,,CWAs,Singapore,SINGAPORE,,,FALSE,005i0000000fpvQAAQ,2/18/2016 14:43,FALSE,FALSE,,Hospitality,,FALSE,,7/6/2017,0055A00000BclF5QAJ,4/11/2021 21:04,,,,,,FALSE,,,,,00531000008F2qlAAC,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001enW6YAAU,Quis Incorporated,,Warm,,Customer,Peptide Mapping;Intact Proteins & Antibodies,Cambridge,UNITED STATES,,MA,FALSE,00531000007KAu8AAG,2/19/2016 16:54,FALSE,FALSE,,Hospitality,,FALSE,,6/25/2021,0055A00000BclF5QAJ,4/11/2021 20:10,,,,,,FALSE,,,,,0055A000008zqzaQAA,,,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001enlrdAAA,Quis Incorporated,,Hot,,Customer,Amino Acids & Metobolites;Cell Lysates;Peptide Mapping;Intact Proteins & Antibodies,Cambridge,UNITED STATES,,MA,FALSE,00531000007KAu8AAG,2/22/2016 16:24,FALSE,FALSE,,Hospitality,,FALSE,,4/28/2020,0055A00000BclF5QAJ,3/16/2021 17:05,,,,,Potential Customer,FALSE,,,,,0055A000008zqzaQAA,,,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001ennfGAAQ,Quis Incorporated,,Hot,,Customer,Peptide Mapping;Intact Proteins & Antibodies,Cambridge,UNITED STATES,,MA,FALSE,00531000007KAu8AAG,2/22/2016 19:33,FALSE,FALSE,,Hospitality,,FALSE,,4/13/2018,0055A000009s6n0QAA,4/9/2020 19:25,,,,,,FALSE,,,,,0055A00000Bb2djQAB,,,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001enucRAAQ,Quis Incorporated,,Cold,,Customer,All Hazards,Gaithersburg,UNITED STATES,,MD,FALSE,00531000007KAsvAAG,2/23/2016 15:44,FALSE,FALSE,,Hospitality,,FALSE,,6/8/2021,00531000007MUoEAAW,5/27/2021 18:46,,,,,,FALSE,,,,,00531000007KAsvAAG,,0013100001gYI3JAAW,0125A000001NaCTQA0,,,Gaithersburg,UNITED STATES,,MD,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001enulxAAA,Quis Incorporated,,Warm,,Customer,All Hazards,Columbia,UNITED STATES,,MD,FALSE,00531000007KAsvAAG,2/23/2016 15:46,FALSE,FALSE,,Hospitality,,FALSE,,6/29/2021,0055A00000BclF5QAJ,4/16/2021 14:17,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,Columbia,UNITED STATES,,MD,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001env6bAAA,Quis Incorporated,,,,,All Hazards,Norwalk,UNITED STATES,,CT,FALSE,00531000007KAsvAAG,2/23/2016 16:21,FALSE,FALSE,,Hospitality,,FALSE,,4/30/2021,00531000007MUoEAAW,4/30/2021 17:11,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001env8hAAA,Quis Incorporated,,,,,All Hazards,Pueblo,UNITED STATES,,CO,FALSE,00531000007KAsvAAG,2/23/2016 16:25,FALSE,FALSE,,Hospitality,,FALSE,,4/8/2021,0055A000009sa63QAA,6/17/2019 20:25,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001envATAAY,Quis Incorporated,,,,,All Hazards,Fort Worth,UNITED STATES,,TX,FALSE,00531000007KAsvAAG,2/23/2016 16:28,FALSE,FALSE,,Hospitality,,FALSE,,6/14/2021,00531000007MUoEAAW,2/14/2020 22:11,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001envD8AAI,Quis Incorporated,,Cold,,Customer,All Hazards,Fort Worth,UNITED STATES,,TX,FALSE,00531000007KAsvAAG,2/23/2016 16:33,FALSE,FALSE,,Hospitality,,FALSE,,6/8/2021,00531000007MUoEAAW,11/25/2020 15:31,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,Fort Worth,UNITED STATES,,TX,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001envFYAAY,Mattis Ornare Lectus Institute,,Cold,,,All Hazards,Portland,UNITED STATES,,OR,FALSE,005i0000002Zi8JAAS,3/20/2015 13:29,FALSE,FALSE,,Telecommunications,,FALSE,,4/8/2021,00531000007MUoEAAW,2/6/2019 16:13,,,,,Potential Customer,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001envhIAAQ,Eu Company,,,,Customer,All Hazards,Fairfax,UNITED STATES,,VA,FALSE,00531000007KAsvAAG,2/23/2016 17:18,FALSE,FALSE,,Education,,FALSE,,6/9/2021,00531000007MUoEAAW,11/25/2020 15:31,,,,,,FALSE,,,,,00531000007KAsvAAG,,0013100001gYI3JAAW,0125A000001NaCTQA0,,,Fairfax,UNITED STATES,,VA,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001envvBAAQ,Eu Company,,,,,Drugs;All Hazards,Ivyland,UNITED STATES,,PA,FALSE,00531000007KAsvAAG,2/23/2016 17:39,FALSE,FALSE,,Education,,FALSE,,4/8/2021,00531000007MUoEAAW,1/9/2019 20:19,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001enw4SAAQ,Mattis Ornare Lectus Institute,,Warm,,,All Hazards,Sioux Falls,UNITED STATES,,SD,FALSE,00531000007KAsvAAG,2/23/2016 17:53,FALSE,FALSE,,Telecommunications,,FALSE,,4/8/2021,00531000007MUoEAAW,2/6/2019 16:13,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001enw77AAA,Mattis Ornare Lectus Institute,,,,Customer,All Hazards,Conshohocken,UNITED STATES,,PA,FALSE,00531000007KAsvAAG,2/23/2016 17:58,FALSE,FALSE,,Telecommunications,,FALSE,,6/28/2021,00531000007MUoEAAW,3/31/2021 17:40,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,Conshohocken,UNITED STATES,,PA,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001enwXDAAY,Mattis Ornare Lectus Institute,,Hot,,,,The Woodlands,USA,,TX,FALSE,00531000006uPsjAAE,2/23/2016 18:38,FALSE,FALSE,,Telecommunications,,FALSE,,7/24/2018,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,Potential Customer,FALSE,,,,,00531000007MUoEAAW,,,0125A000001NaCJQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001enwqoAAA,Mattis Ornare Lectus Institute,,Cold,,Customer,All Hazards,Philadelphia,UNITED STATES,,PA,FALSE,00531000007KAsvAAG,2/23/2016 19:16,FALSE,FALSE,,Telecommunications,,FALSE,,6/8/2021,00531000007MUoEAAW,11/25/2020 15:31,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,Philadelphia,UNITED STATES,,PA,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001enyrYAAQ,Mattis Ornare Lectus Institute,,,,,,Porton Down,UNITED KINGDOM,,,FALSE,00531000007M2hjAAC,2/23/2016 23:12,FALSE,FALSE,,Telecommunications,,FALSE,,12/11/2018,0055A00000BclF5QAJ,4/11/2021 21:04,,,,,,FALSE,,,,,00531000007KAu8AAG,,,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001eo2nrAAA,Mattis Ornare Lectus Institute,,,,,Laboratory,Pasadena,USA,,TX,FALSE,00531000007MUoEAAW,2/24/2016 13:33,FALSE,FALSE,,Telecommunications,,FALSE,,,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,,FALSE,,,,,00531000007MUoEAAW,,,0125A000001NaCJQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
